source_code,source_concept_id,source_vocabulary_id,source_description,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
EPAA_MEAN_NO2_1HR,0,OMOP SDOH,Annual Mean Of All The 1-Hour Measurements Of Nitrogen Dioxide (No2) In The Year (Ppb),Has relat context,skos:relatedMatch,1,44803960,Air quality,SNOMED,Observation,1,,,,,,,,,
EPAA_MEAN_SO2_1HR,0,OMOP SDOH,Annual Mean Of All The 1-Hour Measurements Of Sulfur Dioxide (So2) In The Year (Ppb),Has relat context,skos:relatedMatch,1,44803960,Air quality,SNOMED,Observation,1,,,,,,,,,
WUSTL_AVG_PM25,0,OMOP SDOH,Annual Mean Of Particulate Matter (PM2.5) Concentration (?g/M3),Has relat context,skos:relatedMatch,1,4330729,Natural environment,SNOMED,Observation,1,,,,,,,,,
130,0,OMOP SDOH,Asian,Maps to,skos:exactMatch,1,8515,Asian,Race,Race,1,,,,,,,,,
551,0,OMOP SDOH,Associate Degree,Maps to,skos:exactMatch,1,45880354,"Associate degree (e.g., AA, AS)",LOINC,Meas Value,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,1002233,ADHD screening report,LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,1616596,"Has anyone expressed concern about your use of a medication for ADHD (for example, Adderall or Ritalin) in past 3 months [TAPS]",LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,21492406,ADHD hyperactive symptoms mean score percent difference [Calculated],LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,21492462,ADHD diagnostic rating scale interpretation [Vanderbilt ADHD],LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,21492463,ADHD inattentive symptoms mean score [Calculated],LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,21492464,ADHD hyperactive symptoms mean score [Calculated],LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,21492465,ADHD inattentive symptoms mean score percent difference [Calculated],LOINC,Observation,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,35626185,World Health Organization Adult Attention-Deficit Hyperactivity Disorder Self-Report Scale,SNOMED,Measurement,1,,,,,,,,,
GIS1000126,0,OMOP SDOH,Attention-Deficit/Hyperactivity Disorder (Adhd),Subsumes,skos:narrowMatch,1,46273366,Vanderbilt Assessment Scale,SNOMED,Measurement,1,,,,,,,,,
AMFAR_AVG_DISTSSP,0,OMOP SDOH,Average Distance In Miles To A Syringe Services Program,Has relat context,skos:relatedMatch,1,37312474,Addiction service,SNOMED,Observation,1,,,,,,,,,
AMFAR_AVG_DISTMAT,0,OMOP SDOH,Average Distance In Miles To Treatment Facilities With At Least One Form Of Medication Assisted Treatment,Has relat context,skos:relatedMatch,1,4074187,Healthcare services,SNOMED,Observation,1,,,,,,,,,
ACS_AVG_HH_SIZE,0,OMOP SDOH,Average Household Size,Is a,skos:broadMatch,1,36204334,Household size [#],LOINC,Observation,1,,,,,,,,,
FEA_SNAP_BENEFITS_PER_CAPITA,0,OMOP SDOH,Average Monthly Snap Benefits Redeemed Per Capita (Dollar),Has relat context,skos:relatedMatch,1,44803675,Food access,SNOMED,Observation,1,,,,,,,,,
548,0,OMOP SDOH,Bachelor'S Degree,Maps to,skos:exactMatch,1,45876259,Bachelor's degree,LOINC,Meas Value,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,439395,Emotional abuse of child,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,937627,"Children who were not screened for risk of developmental, behavioral and social delays using a standardized tool with interpretation and report (Deprecated)",HCPCS,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,937628,"Children who were screened for risk of developmental, behavioral and social delays using a standardized tool with interpretation and report (Deprecated)",HCPCS,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,3169708,Emotional psychological abuse of child,Nebraska Lexicon,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,3655797,"Behavior Assessment System for Children, Second Edition",SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,4146783,Rivermead behavioral memory test - child version,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,4149657,Emotional deprivation of child,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,4225864,Child adaptive behavior: hospitalization,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,4226681,Parenting behavior: early/middle childhood safety,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,4231399,Parenting behavior: adolescent safety,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,4244227,Behavior of childhood and adolescence,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,21493208,"Before age 18, how often did a parent or adult in your home ever hit, beat, kick, or physically hurt you in any way--before 18 years old [ACE.BRFSS]",LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,37017068,Primary caregiver displays emotional warmth and love to child,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,37108776,Suspected victim of child emotional abuse,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219462,Behavior assessment system for children: student observation system (SOS),OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219464,Achenbach child behavior checklist,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219465,Achenbach child behavior checklist: attention problems subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219477,Achenbach child behavior checklist: aggressive behaviour subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219480,Achenbach child behavior checklist: somatic complaints subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219481,Achenbach child behavior checklist: thought problems subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219490,Childhood trauma questionnaire emotional neglect subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219491,Achenbach child behavior checklist: rule-breaking behaviour subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219507,Child behavior assessment scale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219537,Behavior assessment system for children: self-report of personality (SRP),OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219548,Behavior assessment system for children,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219550,Achenbach child behavior checklist: social problems subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219570,Achenbach child behavior checklist: anxious/depressed subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219575,Behavior assessment system for children: structured developmental history (SDH),OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219591,Behavior assessment system for children: parent rating scale (PRS),OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219602,Achenbach child behavior checklist: depressed subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219610,Behavior assessment system for children: teacher rating scale (TRS),OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40219611,Childhood trauma questionnaire emotional abuse subscale,OMOP Extension,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40765560,PhenX - sitting - sedentary behavior - adolescent protocol 150602,LOINC,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40765653,PhenX - disinhibiting behaviors - impulsivity - child protocol 180402 UPPS-R-Child,LOINC,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40765656,PhenX - emotional state - child protocol 180502,LOINC,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40767244,"At bedtime does your child usually have difficult routines or rituals, argue a lot, or otherwise behave badly [PhenX]",LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40767284,"Has your child ever taken Ritalin, methylphenidate, for behavioral problems [PhenX]",LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40767295,"Psychological, psychiatric, emotional, or behavioral problems diagnosed or suspected by a physician in your child [PhenX]",LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40767816,Does your child have difficulty understanding the rules for polite behavior [CAST],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40767827,Is your childs social behavior very one-sided and always on your childs own terms [CAST],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40768534,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents Condition Family member [PhenX]",LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,40769703,A childs behavior is a source of serious concern to you [PhenX],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,42870216,Emotional well being - FAACT-peds - parent_child [FACIT],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,42870258,Emotional well-being and illness experience - FACT-Br -peds-child [FACIT],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,42870262,Emotional well-being - FACT-Br -peds-parent_child [FACIT],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,42870285,Emotional well-being and illness experience - FAACT-peds-child [FACIT],LOINC,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,44792069,Child health screening of social behaviour and play development,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,44806614,Child protection category emotional,SNOMED,Observation,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,44811902,Eyberg Child Behaviour Inventory,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,46284189,DD-CGAS (Developmental Disabilities - Children's Global Assessment Scale) social behaviour score,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,46286095,"HoNOSCA (Health of the Nation Outcome Scales for Children and Adolescents) rating scale 1 - disruptive, antisocial or aggressive behaviour",SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,46286516,Current View Provisional Problem Description item 17 - carer management of CYP (child or young person) behaviour,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Subsumes,skos:narrowMatch,1,46286837,HoNOSCA (Health of the Nation Outcome Scales for Children and Adolescents) rating scale 9 - emotional and related symptoms,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Has relat context,skos:relatedMatch,1,44808400,Nisonger child behaviour rating form,SNOMED,Measurement,1,,,,,,,,,
GIS1000139,0,OMOP SDOH,Behavioral And Emotional Disorders In Childhood,Has relat context,skos:relatedMatch,1,44808877,Nisonger child behaviour rating form score,SNOMED,Measurement,1,,,,,,,,,
GIS1000205,0,OMOP SDOH,Bipolar Disorder,Subsumes,skos:narrowMatch,1,1001671,Bipolar disorder type,LOINC,Observation,1,,,,,,,,,
GIS1000205,0,OMOP SDOH,Bipolar Disorder,Subsumes,skos:narrowMatch,1,1001841,Bipolar screening report,LOINC,Observation,1,,,,,,,,,
GIS1000205,0,OMOP SDOH,Bipolar Disorder,Subsumes,skos:narrowMatch,1,4190107,Referral for bipolar disorder,SNOMED,Observation,1,,,,,,,,,
GIS1000205,0,OMOP SDOH,Bipolar Disorder,Subsumes,skos:narrowMatch,1,42527697,Total score [BSDS],LOINC,Observation,1,,,,,,,,,
GIS1000205,0,OMOP SDOH,Bipolar Disorder,Subsumes,skos:narrowMatch,1,42527980,Bipolar Spectrum Diagnostic Scale [BSDS],LOINC,Observation,1,,,,,,,,,
857,0,OMOP SDOH,Bisexuality,Maps to,skos:exactMatch,1,4170582,Bisexual,SNOMED,Observation,1,,,,,,,,,
125,0,OMOP SDOH,Black Or African American,Maps to,skos:exactMatch,1,8516,Black or African American,Race,Race,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,763412,Excessive caffeine intake,SNOMED,Observation,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,4195194,Plasma caffeine measurement,SNOMED,Measurement,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,4197851,Serum caffeine measurement,SNOMED,Measurement,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,4243613,Caffeine measurement,SNOMED,Measurement,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,21493091,Caffeine intake 24 hour Estimated,LOINC,Measurement,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,21493092,Caffeine intake 24 hour Measured,LOINC,Measurement,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,35810354,Caffeine drink within last hour,UK Biobank,Observation,1,,,,,,,,,
GIS1000212,0,OMOP SDOH,Caffeine Use,Subsumes,skos:narrowMatch,1,40765028,PhenX - caffeine protocol 050301,LOINC,Measurement,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,4031491,Parent/child conflict,SNOMED,Observation,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,43020484,Parent child estrangement,SNOMED,Observation,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,1576140,Parent-child conflict,ICD10CM,Observation,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,45547333,Parent-adopted child conflict,ICD10CM,Observation,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,45571376,Parent-biological child conflict,ICD10CM,Observation,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,45590747,Parent-child estrangement NEC,ICD10CM,Observation,1,,,,,,,,,
841,0,OMOP SDOH,Child Parent Relationship,Has relat context,skos:relatedMatch,1,45605140,Parent-foster child conflict,ICD10CM,Observation,1,,,,,,,,,
GIS1000526,0,OMOP SDOH,Climate,Has relat context,skos:relatedMatch,1,44803998,Climate,SNOMED,Observation,1,,,,,,,,,
GIS1000526,0,OMOP SDOH,Climate,Has relat context,skos:relatedMatch,1,44804138,Climate change,SNOMED,Observation,1,,,,,,,,,
GIS1000530,0,OMOP SDOH,Cognitive Impairment,Subsumes,skos:narrowMatch,1,507602,AAC (Augmentative and Alternative Communication) TOM (Therapy Outcome Measure) cognitive impairment score,SNOMED,Measurement,1,,,,,,,,,
GIS1000530,0,OMOP SDOH,Cognitive Impairment,Subsumes,skos:narrowMatch,1,507606,Equipment Services TOM (Therapy Outcome Measure) cognitive impairment score,SNOMED,Measurement,1,,,,,,,,,
GIS1000530,0,OMOP SDOH,Cognitive Impairment,Subsumes,skos:narrowMatch,1,733018,"Neurology (mild cognitive impairment), analysis of -amyloid 1-42 and 1-40, chemiluminescence enzyme immunoassay, cerebral spinal fluid, reported as positive, likely positive, or negative",CPT4,Measurement,1,,,,,,,,,
GIS1000530,0,OMOP SDOH,Cognitive Impairment,Subsumes,skos:narrowMatch,1,764374,Medication non-compliance due to cognitive impairment,SNOMED,Observation,1,,,,,,,,,
