source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"EMTR200","2061507352","MIMIC4","Emtricitabine","Maps to","1703069","RxNorm","2025-05-07","2099-12-31",
"51560","2061504263","MIMIC4","Anti-SARS-CoV-2 IgA|Blood|Chemistry","Maps to","723473","LOINC","2025-05-07","2099-12-31",
"DABI75","2061507161","MIMIC4","Dabigatran Etexilate (DABI75)","Maps to","40228152","RxNorm","2025-05-07","2099-12-31",
"229245","2061502078","MIMIC4","Humidifier Water % Fill Level","Maps to","2061502078","MIMIC4","2025-05-07","2099-12-31",
"NS100G","2061508748","MIMIC4","NS (Glass Bottle) 100mL Bottle","Maps to","19079524","RxNorm","2025-05-07","2099-12-31",
"51713","2061504374","MIMIC4","Reflex Confirmatory Hepatitis C Viral Load|Blood|Chemistry","Maps to","3018447","LOINC","2025-05-07","2099-12-31",
"90202","2061505868","MIMIC4","Blood Culture, Neonate","Maps to","2061505868","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SCALEFACTOR.V1","2061509957","MIMIC4","WFDB signal A/D converter scale factor in lead V1","Maps to","2061509957","MIMIC4","2025-05-07","2099-12-31",
"227051","2061501619","MIMIC4","RRScore_ApacheIV","Maps to","2061501619","MIMIC4","2025-05-07","2099-12-31",
"31638","2061502926","MIMIC4","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with revision of tracheal or bronchial stent inserted at previous session (includes tracheal/bronchial dilation as required)","Maps to","2106607","CPT4","2025-05-07","2099-12-31",
"51300","2061504064","MIMIC4","WBC Count|Blood|Hematology","Maps to","3000905","LOINC","2025-05-07","2099-12-31",
"PAP","2061508867","MIMIC4","PAP","Maps to","21490874","LOINC","2025-05-07","2099-12-31",
"90571","2061506062","MIMIC4","BURKHOLDERIA GLADIOLI","Maps to","4034928","SNOMED","2025-05-07","2099-12-31",
"58575","2061505083","MIMIC4","Laparoscopy, surgical, total hysterectomy for resection of malignancy (tumor debulking), with omentectomy including salpingo-oophorectomy, unilateral or bilateral, when performed","Maps to","725065","CPT4","2025-05-07","2099-12-31",
"VITA5I","2061509788","MIMIC4","Vitamin A (VITA5I)","Maps to","19008339","RxNorm","2025-05-07","2099-12-31",
"MESA4R","2061508303","MIMIC4","Mesalamine Enema","Maps to","968426","RxNorm","2025-05-07","2099-12-31",
"53095","2061504907","MIMIC4","Lyme VsIE/PepC10 Antibody","Maps to","1761598","LOINC","2025-05-07","2099-12-31",
"80266","2061505691","MIMIC4","PANTOEA (ENTEROBACTER) AGGLOMERANS","Maps to","4018788","SNOMED","2025-05-07","2099-12-31",
"23420","2061502327","MIMIC4","Reconstruction of complete shoulder (rotator) cuff avulsion, chronic (includes acromioplasty)","Maps to","4129863","SNOMED","2025-05-07","2099-12-31",
"225952","2061501357","MIMIC4","Medication Added #1 (Peritoneal Dialysis)","Maps to","1988072","LOINC","2025-05-07","2099-12-31",
"FEET","2061507458","MIMIC4","feet","Maps to","4179857","SNOMED","2025-05-07","2099-12-31",
"224943","2061500935","MIMIC4","Impaired Skin Treatment #8","Maps to","2061500935","MIMIC4","2025-05-07","2099-12-31",
"27331","2061502593","MIMIC4","Arthrotomy, knee; including joint exploration, biopsy, or removal of loose or foreign bodies","Maps to","2104988","CPT4","2025-05-07","2099-12-31",
"ISOP1I","2061507875","MIMIC4","Isoproterenol","Maps to","1183554","RxNorm","2025-05-07","2099-12-31",
"223985","2061500608","MIMIC4","Respiratory Pattern","Maps to","4150612","SNOMED","2025-05-07","2099-12-31",
"51638","2061504322","MIMIC4","Hematocrit|Blood|Chemistry (51638)","Maps to","3023314","LOINC","2025-05-07","2099-12-31",
"224106","2061500650","MIMIC4","Cooling Device","Maps to","2061500650","MIMIC4","2025-05-07","2099-12-31",
"PENT400","2061508901","MIMIC4","Pentoxifylline","Maps to","1331247","RxNorm","2025-05-07","2099-12-31",
"67560","2061505320","MIMIC4","Orbital implant (implant outside muscle cone); removal or revision","Maps to","2111090","CPT4","2025-05-07","2099-12-31",
"AZAT50L","2061506650","MIMIC4","Azathioprine (AZAT50L)","Maps to","19014878","RxNorm","2025-05-07","2099-12-31",
"SINC50200","2061509385","MIMIC4","Carbidopa-Levodopa CR (50-200)","Maps to","740560","RxNorm","2025-05-07","2099-12-31",
"DRAM50","2061507316","MIMIC4","DimenhyDRINATE","Maps to","928744","RxNorm","2025-05-07","2099-12-31",
"29826","2061502819","MIMIC4","Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial ligament (ie, arch) release, when performed (List separately in addition to code for primary procedure)","Maps to","2105959","CPT4","2025-05-07","2099-12-31",
"41825","2061503219","MIMIC4","Excision of lesion or tumor (except listed above), dentoalveolar structures; without repair","Maps to","2108700","CPT4","2025-05-07","2099-12-31",
"UNITS/HR","2061509697","MIMIC4","UNITS/HR","Maps to","8630","UCUM","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SCALEFACTOR.V6","2061509962","MIMIC4","WFDB signal A/D converter scale factor in lead V6","Maps to","2061509962","MIMIC4","2025-05-07","2099-12-31",
"225110","2061500987","MIMIC4","Recreational drug use","Maps to","1585635","PPI","2025-05-07","2099-12-31",
"PRAM1L","2061509001","MIMIC4","Pramoxine-Menthol-Petrolatum","Maps to","927478","RxNorm","2025-05-07","2099-12-31",
"220210","2061500390","MIMIC4","Respiratory Rate","Maps to","3024171","LOINC","2025-05-07","2099-12-31",
"227541","2061501742","MIMIC4","SvO2 Calibrated","Maps to","3024928","LOINC","2025-05-07","2099-12-31",
"ACY500I","2061506443","MIMIC4","Acyclovir 50mg/mL-10mL","Maps to","1703836","RxNorm","2025-05-07","2099-12-31",
"93982","2061506389","MIMIC4","Noninvasive physiologic study of implanted wireless pressure sensor in aneurysmal sac following endovascular repair, complete study including recording, analysis of pressure and waveform tracings, interpretation and report","Maps to","2313998","CPT4","2025-05-07","2099-12-31",
"224370","2061500733","MIMIC4","Sputum Color","Maps to","4080151","SNOMED","2025-05-07","2099-12-31",
"223930","2061500568","MIMIC4","Neuro Drain #1 Level","Maps to","2061500568","MIMIC4","2025-05-07","2099-12-31",
"228332","2061501964","MIMIC4","Delirium assessment","Maps to","37116854","SNOMED","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.PVC RATE PER MINUTE","2061509864","MIMIC4","WFDB signal A/D converter calibration in PVC RATE PER MINUTE","Maps to","2061509864","MIMIC4","2025-05-07","2099-12-31",
"229728","2061502241","MIMIC4","18 Gauge Dressing Change","Maps to","2061502241","MIMIC4","2025-05-07","2099-12-31",
"229062","2061502063","MIMIC4","Mycophenolate mofetil (Cellcept)","Maps to","2061502063","MIMIC4","2025-05-07","2099-12-31",
"BILATERAL KNEES","2061506748","MIMIC4","BILATERAL KNEES","Maps to","4280574","SNOMED","2025-05-07","2099-12-31",
"80079","2061505520","MIMIC4","ANAEROBIC GRAM POSITIVE ROD(S)","Maps to","4348176","SNOMED","2025-05-07","2099-12-31",
"225118","2061500991","MIMIC4","Difficulty swallowing","Maps to","4125274","SNOMED","2025-05-07","2099-12-31",
"223923","2061500564","MIMIC4","Seizure Activity (223923)","Maps to","3016107","LOINC","2025-05-07","2099-12-31",
"57240","2061505013","MIMIC4","Anterior colporrhaphy, repair of cystocele with or without repair of urethrocele, including cystourethroscopy, when performed","Maps to","2110108","CPT4","2025-05-07","2099-12-31",
"51620","2061504306","MIMIC4","Epstein-Barr Virus VCA IgM Ab|Blood|Chemistry","Maps to","3008360","LOINC","2025-05-07","2099-12-31",
"15101","2061500171","MIMIC4","Split-thickness autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)","Maps to","2102278","CPT4","2025-05-07","2099-12-31",
"CANDIDA","2061506853","MIMIC4","Candida Albicans","Maps to","538530","RxNorm","2025-05-07","2099-12-31",
"55920","2061504986","MIMIC4","Placement of needles or catheters into pelvic organs and/or genitalia (except prostate) for subsequent interstitial radioelement application","Maps to","2110050","CPT4","2025-05-07","2099-12-31",
"ZOLE4I","2061510105","MIMIC4","Zoledronic Acid","Maps to","1524674","RxNorm","2025-05-07","2099-12-31",
"OLAN5DTB","2061508800","MIMIC4","Olanzapine (Disintegrating Tablet) 5mg Tablet","Maps to","785842","RxNorm","2025-05-07","2099-12-31",
"33235","2061502993","MIMIC4","Removal of transvenous pacemaker electrode(s); dual lead system","Maps to","2107029","CPT4","2025-05-07","2099-12-31",
"22315","2061500486","MIMIC4","Closed treatment of vertebral fracture(s) and/or dislocation(s) requiring casting or bracing, with and including casting and/or bracing by manipulation or traction","Maps to","2103460","CPT4","2025-05-07","2099-12-31",
"OLAN10","2061508795","MIMIC4","Olanzapine (OLAN10)","Maps to","785788","RxNorm","2025-05-07","2099-12-31",
"NAFC2I","2061508631","MIMIC4","Nafcillin (NAFC2I)","Maps to","1713930","RxNorm","2025-05-07","2099-12-31",
"LUBI24","2061508180","MIMIC4","Amitiza","Maps to","987366","RxNorm","2025-05-07","2099-12-31",
"ERGT1R","2061507403","MIMIC4","Ergotamine-Caffeine (ERGT1R)","Maps to","1145379","RxNorm","2025-05-07","2099-12-31",
"224812","2061500882","MIMIC4","CT #4 Suction Type","Maps to","2061500882","MIMIC4","2025-05-07","2099-12-31",
"INTE75I","2061507852","MIMIC4","Eptifibatide (INTE75I)","Maps to","1322199","RxNorm","2025-05-07","2099-12-31",
"90039","2061505758","MIMIC4","URINE CULTURE","Maps to","4024509","SNOMED","2025-05-07","2099-12-31",
"40527","2061503196","MIMIC4","Excision of lip; full thickness, reconstruction with cross lip flap (Abbe-Estlander)","Maps to","2108563","CPT4","2025-05-07","2099-12-31",
"21615","2061500357","MIMIC4","Excision first and/or cervical rib","Maps to","2103361","CPT4","2025-05-07","2099-12-31",
"VANC.00125L","2061509743","MIMIC4","Vancomycin Desensitization (VANC.00125L)","Maps to","1707687","RxNorm","2025-05-07","2099-12-31",
"HISPANIC/LATINO - CENTRAL AMERICAN","2061507732","MIMIC4","HISPANIC/LATINO - CENTRAL AMERICAN","Maps to","2061507732","MIMIC4","2025-05-07","2099-12-31",
"90067","2061505771","MIMIC4","TISSUE CULTURE-AMNIOTIC FLUID","Maps to","2213255","CPT4","2025-05-07","2099-12-31",
"27327","2061502591","MIMIC4","Excision, tumor, soft tissue of thigh or knee area, subcutaneous; less than 3 cm","Maps to","2104984","CPT4","2025-05-07","2099-12-31",
"BACTDES6","2061506692","MIMIC4","Bactrim Desensitization (BACTDES6)","Maps to","1705674","RxNorm","2025-05-07","2099-12-31",
"62272","2061505172","MIMIC4","Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter)","Maps to","4096074","SNOMED","2025-05-07","2099-12-31",
"41018","2061503211","MIMIC4","Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; masticator space","Maps to","2108626","CPT4","2025-05-07","2099-12-31",
"224746","2061500846","MIMIC4","Transpulmonary Pressure (Exp. Hold)","Maps to","2061500846","MIMIC4","2025-05-07","2099-12-31",
"28160","2061502737","MIMIC4","Hemiphalangectomy or interphalangeal joint excision, toe, proximal end of phalanx, each","Maps to","2105568","CPT4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.RHYTHM STATUS","2061509866","MIMIC4","WFDB signal A/D converter calibration in RHYTHM STATUS","Maps to","2061509866","MIMIC4","2025-05-07","2099-12-31",
"BISA5","2061506760","MIMIC4","Bisacodyl 5 mg Tab","Maps to","19074247","RxNorm","2025-05-07","2099-12-31",
"BETAVAL.1/45C","2061506731","MIMIC4","Betamethasone Valerate 0.1% Cream","Maps to","920458","RxNorm","2025-05-07","2099-12-31",
"55700","2061504980","MIMIC4","Biopsy, prostate; needle or punch, single or multiple, any approach","Maps to","2110026","CPT4","2025-05-07","2099-12-31",
"METO10PB","2061508344","MIMIC4","Metoclopramide","Maps to","906780","RxNorm","2025-05-07","2099-12-31",
"51784","2061504415","MIMIC4","Chloride, CSF|Cerebrospinal Fluid|Chemistry","Maps to","3036172","LOINC","2025-05-07","2099-12-31",
"20999","2061500311","MIMIC4","Unlisted procedure, musculoskeletal system, general","Maps to","2103017","CPT4","2025-05-07","2099-12-31",
"MCG/MIN","2061508245","MIMIC4","mcg/min","Maps to","8774","UCUM","2025-05-07","2099-12-31",
"60220","2061505130","MIMIC4","Total thyroid lobectomy, unilateral; with or without isthmusectomy","Maps to","2110369","CPT4","2025-05-07","2099-12-31",
"92924","2061506304","MIMIC4","Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; single major coronary artery or branch","Maps to","43527996","CPT4","2025-05-07","2099-12-31",
"CAFF250I","2061506830","MIMIC4","Caffeine-Sodium Benzoate","Maps to","1134439","RxNorm","2025-05-07","2099-12-31",
"222051","2061500477","MIMIC4","Nitroprusside","Maps to","19020994","RxNorm","2025-05-07","2099-12-31",
"BUP01ED","2061506790","MIMIC4","Bupivacaine 0.1% (BUP01ED)","Maps to","732893","RxNorm","2025-05-07","2099-12-31",
"50894","2061503674","MIMIC4","Calculated Free Testosterone|Blood|Chemistry","Maps to","36032269","LOINC","2025-05-07","2099-12-31",
"CYTA2I","2061507138","MIMIC4","Cytarabine (CYTA2I)","Maps to","1311078","RxNorm","2025-05-07","2099-12-31",
"40490","2061503195","MIMIC4","Biopsy of lip","Maps to","4017700","SNOMED","2025-05-07","2099-12-31",
"70093","2061505439","MIMIC4","Blood (Toxo)","Maps to","4001225","SNOMED","2025-05-07","2099-12-31",
"31630","2061502918","MIMIC4","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with tracheal/bronchial dilation or closed reduction of fracture","Maps to","2106590","CPT4","2025-05-07","2099-12-31",
"226737","2061501541","MIMIC4","AaDO2ApacheIIValue","Maps to","2061501541","MIMIC4","2025-05-07","2099-12-31",
"15758","2061500203","MIMIC4","Free fascial flap with microvascular anastomosis","Maps to","4071245","SNOMED","2025-05-07","2099-12-31",
"225378","2061501111","MIMIC4","Indwelling Port (PortaCath) Insertion Date","Maps to","2061501111","MIMIC4","2025-05-07","2099-12-31",
"93572","2061506376","MIMIC4","Intravascular Doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress; each additional vessel (List separately in addition to code for pri","Maps to","2313914","CPT4","2025-05-07","2099-12-31",
"51685","2061504355","MIMIC4","Lidocaine|Blood|Chemistry","Maps to","3004944","LOINC","2025-05-07","2099-12-31",
"33207","2061502981","MIMIC4","Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular","Maps to","2106987","CPT4","2025-05-07","2099-12-31",
"51692","2061504361","MIMIC4","Monospot, Rapid Antigen|Blood|Chemistry","Maps to","3033533","LOINC","2025-05-07","2099-12-31",
"HISPANIC/LATINO - MEXICAN","2061507738","MIMIC4","HISPANIC/LATINO - MEXICAN","Maps to","2061507738","MIMIC4","2025-05-07","2099-12-31",
"67875","2061505325","MIMIC4","Temporary closure of eyelids by suture (eg, Frost suture)","Maps to","2111107","CPT4","2025-05-07","2099-12-31",
"224392","2061500742","MIMIC4","ETT Position Change (224392)","Maps to","4161799","SNOMED","2025-05-07","2099-12-31",
"ACET0.04IR","2061506430","MIMIC4","Acetic Acid 0.04% Soln","Maps to","929549","RxNorm","2025-05-07","2099-12-31",
"VIOK","2061509787","MIMIC4","Viokase-8 1 Tab","Maps to","19073274","RxNorm","2025-05-07","2099-12-31",
"226536","2061501469","MIMIC4","Chloride (whole blood)","Maps to","4019545","SNOMED","2025-05-07","2099-12-31",
"NAFC1000I","2061508627","MIMIC4","Nafcillin Desensitization","Maps to","1713930","RxNorm","2025-05-07","2099-12-31",
"220950","2061500426","MIMIC4","Dextrose 10%","Maps to","19082598","RxNorm","2025-05-07","2099-12-31",
"50960","2061503736","MIMIC4","Magnesium|Blood|Chemistry","Maps to","3001420","LOINC","2025-05-07","2099-12-31",
"BU","2061506783","MIMIC4","BU","Maps to","4181897","SNOMED","2025-05-07","2099-12-31",
"L WRIST LATERAL","2061508189","MIMIC4","L Wrist Lateral","Maps to","2061508189","MIMIC4","2025-05-07","2099-12-31",
"20100","2061500275","MIMIC4","Exploration of penetrating wound (separate procedure); neck","Maps to","4203849","SNOMED","2025-05-07","2099-12-31",
"41800","2061503218","MIMIC4","Drainage of abscess, cyst, hematoma from dentoalveolar structures","Maps to","2108691","CPT4","2025-05-07","2099-12-31",
"50962","2061503738","MIMIC4","N-Acetylprocainamide (NAPA)|Blood|Chemistry","Maps to","3001706","LOINC","2025-05-07","2099-12-31",
"20251","2061500284","MIMIC4","Biopsy, vertebral body, open; lumbar or cervical","Maps to","2102859","CPT4","2025-05-07","2099-12-31",
"MG/24HR","2061508393","MIMIC4","mg/24hr","Maps to","44777610","UCUM","2025-05-07","2099-12-31",
"227353","2061501664","MIMIC4","Trauma Line Dressing Occlusive","Maps to","2061501664","MIMIC4","2025-05-07","2099-12-31",
"224441","2061500773","MIMIC4","GI #2 Intub Site","Maps to","2061500773","MIMIC4","2025-05-07","2099-12-31",
"228393","2061501991","MIMIC4","Bath","Maps to","4044709","SNOMED","2025-05-07","2099-12-31",
"51927","2061504504","MIMIC4","Albumin, Stool|Stool|Chemistry","Maps to","40757477","LOINC","2025-05-07","2099-12-31",
"ADDE20XR","2061506454","MIMIC4","Adderall XR","Maps to","714785","RxNorm","2025-05-07","2099-12-31",
"GLYCO4I","2061507647","MIMIC4","Glycopyrrolate 0.4mg/2mL Vial","Maps to","963359","RxNorm","2025-05-07","2099-12-31",
"CAPS25C","2061506857","MIMIC4","Capsaicin 0.025% 2 oz. Tube","Maps to","939903","RxNorm","2025-05-07","2099-12-31",
"51690","2061504359","MIMIC4","Lymphocytes|Blood|Chemistry","Maps to","3037511","LOINC","2025-05-07","2099-12-31",
"229466","2061502141","MIMIC4","24 G Infiltration Scale","Maps to","2061502141","MIMIC4","2025-05-07","2099-12-31",
"90227","2061505891","MIMIC4","Sonication culture, prosthetic joint","Maps to","2061505891","MIMIC4","2025-05-07","2099-12-31",
"SHOUKDER","2061509364","MIMIC4","shoukder","Maps to","4061541","SNOMED","2025-05-07","2099-12-31",
"59820","2061505110","MIMIC4","Treatment of missed abortion, completed surgically; first trimester","Maps to","4087135","SNOMED","2025-05-07","2099-12-31",
"51441","2061504180","MIMIC4","Bands|Pleural|Hematology","Maps to","1988450","LOINC","2025-05-07","2099-12-31",
"43240","2061503270","MIMIC4","Esophagogastroduodenoscopy, flexible, transoral; with transmural drainage of pseudocyst (includes placement of transmural drainage catheter[s]/stent[s], when performed, and endoscopic ultrasound, when performed)","Maps to","2108888","CPT4","2025-05-07","2099-12-31",
